slug,class_path,buggy_code
Chart_7b_3,/home/common/huangzhili/defects4j_buggy_3/Chart_7_buggy/source/org/jfree/data/time/TimePeriodValues.java,"public void add(TimePeriodValue item) {
if (item == null) {
throw new IllegalArgumentException(""Null item not allowed."");
}
this.data.add(item);
updateBounds(item.getPeriod(), this.data.size() - 1);
fireSeriesChanged();
}"
Chart_7b_4,/home/common/huangzhili/defects4j_buggy_3/Chart_7_buggy/source/org/jfree/data/time/TimePeriodValues.java,"public TimePeriodValue getDataItem(int index) {
return (TimePeriodValue) this.data.get(index);
}"
Chart_8b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_8_buggy/source/org/jfree/data/time/Week.java,"public Week(Date time, TimeZone zone) {
        // defer argument checking...
        this(time, RegularTimePeriod.DEFAULT_TIME_ZONE, Locale.getDefault());
    }"
Chart_9b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_9_buggy/source/org/jfree/data/time/TimeSeries.java,"public TimeSeries createCopy(int start, int end)
throws CloneNotSupportedException {

if (start < 0) {
throw new IllegalArgumentException(""Requires start >= 0."");
}
if (end < start) {
throw new IllegalArgumentException(""Requires start <= end."");
}
TimeSeries copy = (TimeSeries) super.clone();

copy.data = new java.util.ArrayList();
if (this.data.size() > 0) {
for (int index = start; index <= end; index++) {
TimeSeriesDataItem item
= (TimeSeriesDataItem) this.data.get(index);
TimeSeriesDataItem clone = (TimeSeriesDataItem) item.clone();
try {
copy.add(clone);
}
catch (SeriesException e) {
e.printStackTrace();
}
}
}
return copy;
}"
Chart_9b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_9_buggy/source/org/jfree/data/time/TimeSeries.java,"public TimeSeries(Comparable name) {
this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION,
Day.class);
}"
Chart_9b_3,/home/common/huangzhili/defects4j_buggy_3/Chart_9_buggy/source/org/jfree/data/time/TimeSeries.java,"public int getIndex(RegularTimePeriod period) {
if (period == null) {
throw new IllegalArgumentException(""Null 'period' argument."");
}
TimeSeriesDataItem dummy = new TimeSeriesDataItem(
period, Integer.MIN_VALUE);
return Collections.binarySearch(this.data, dummy);
}"
Chart_9b_4,/home/common/huangzhili/defects4j_buggy_3/Chart_9_buggy/source/org/jfree/data/time/TimeSeries.java,"public void add(TimeSeriesDataItem item, boolean notify) {
if (item == null) {
throw new IllegalArgumentException(""Null 'item' argument."");
}
if (!item.getPeriod().getClass().equals(this.timePeriodClass)) {
StringBuffer b = new StringBuffer();
b.append(""You are trying to add data where the time period class "");
b.append(""is "");
b.append(item.getPeriod().getClass().getName());
b.append("", but the TimeSeries is expecting an instance of "");
b.append(this.timePeriodClass.getName());
b.append(""."");
throw new SeriesException(b.toString());
}

// make the change (if it's not a duplicate time period)...
boolean added = false;
int count = getItemCount();
if (count == 0) {
this.data.add(item);
added = true;
}
else {
RegularTimePeriod last = getTimePeriod(getItemCount() - 1);
if (item.getPeriod().compareTo(last) > 0) {
this.data.add(item);
added = true;
}
else {
int index = Collections.binarySearch(this.data, item);
if (index < 0) {
this.data.add(-index - 1, item);
added = true;
}
else {
StringBuffer b = new StringBuffer();
b.append(""You are attempting to add an observation for "");
b.append(""the time period "");
b.append(item.getPeriod().toString());
b.append("" but the series already contains an observation"");
b.append("" for that time period. Duplicates are not "");
b.append(""permitted.  Try using the addOrUpdate() method."");
throw new SeriesException(b.toString());
}
}
}
if (added) {
// check if this addition will exceed the maximum item count...
if (getItemCount() > this.maximumItemCount) {
this.data.remove(0);
}

removeAgedItems(false);  // remove old items if necessary, but
// don't notify anyone, because that
// happens next anyway...
if (notify) {
fireSeriesChanged();
}
}

}"
Chart_9b_5,/home/common/huangzhili/defects4j_buggy_3/Chart_9_buggy/source/org/jfree/data/time/TimeSeries.java,"public int getItemCount() {
return this.data.size();
}"
Chart_10b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_10_buggy/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,"public StandardToolTipTagFragmentGenerator() {
super();
}"
Chart_10b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_10_buggy/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,"public String generateToolTipFragment(String toolTipText) {
return "" title=\"""" + toolTipText
+ ""\"" alt=\""\"""";
}"
Chart_11b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_11_buggy/source/org/jfree/chart/util/ShapeUtilities.java,"public static boolean equal(GeneralPath p1, GeneralPath p2) {
if (p1 == null) {
return (p2 == null);
}
if (p2 == null) {
return false;
}
if (p1.getWindingRule() != p2.getWindingRule()) {
return false;
}
PathIterator iterator1 = p1.getPathIterator(null);
PathIterator iterator2 = p1.getPathIterator(null);
double[] d1 = new double[6];
double[] d2 = new double[6];
boolean done = iterator1.isDone() && iterator2.isDone();
while (!done) {
if (iterator1.isDone() != iterator2.isDone()) {
return false;
}
int seg1 = iterator1.currentSegment(d1);
int seg2 = iterator2.currentSegment(d2);
if (seg1 != seg2) {
return false;
}
if (!Arrays.equals(d1, d2)) {
return false;
}
iterator1.next();
iterator2.next();
done = iterator1.isDone() && iterator2.isDone();
}
return true;
}"
Chart_12b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_12_buggy/source/org/jfree/chart/plot/MultiplePiePlot.java,"public CategoryDataset getDataset() {
return this.dataset;
}"
Chart_13b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_13_buggy/source/org/jfree/chart/block/BorderArrangement.java,"public Size2D arrange(BlockContainer container,
Graphics2D g2,"
Chart_13b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_13_buggy/source/org/jfree/chart/block/BorderArrangement.java,"protected Size2D arrangeFN(BlockContainer container, Graphics2D g2,
double width) {
double[] w = new double[5];
double[] h = new double[5];
RectangleConstraint c1 = new RectangleConstraint(width, null,
LengthConstraintType.FIXED, 0.0, null,
LengthConstraintType.NONE);
if (this.topBlock != null) {
Size2D size = this.topBlock.arrange(g2, c1);
w[0] = size.width;
h[0] = size.height;
}
if (this.bottomBlock != null) {
Size2D size = this.bottomBlock.arrange(g2, c1);
w[1] = size.width;
h[1] = size.height;
}
RectangleConstraint c2 = new RectangleConstraint(0.0,
new Range(0.0, width), LengthConstraintType.RANGE,
0.0, null, LengthConstraintType.NONE);
if (this.leftBlock != null) {
Size2D size = this.leftBlock.arrange(g2, c2);
w[2] = size.width;
h[2] = size.height;
}
if (this.rightBlock != null) {
double maxW = Math.max(width - w[2], 0.0);
RectangleConstraint c3 = new RectangleConstraint(0.0,
new Range(Math.min(w[2], maxW), maxW),
LengthConstraintType.RANGE, 0.0, null,
LengthConstraintType.NONE);
Size2D size = this.rightBlock.arrange(g2, c3);
w[3] = size.width;
h[3] = size.height;
}

h[2] = Math.max(h[2], h[3]);
h[3] = h[2];

if (this.centerBlock != null) {
RectangleConstraint c4 = new RectangleConstraint(width - w[2]
- w[3], null, LengthConstraintType.FIXED, 0.0, null,
LengthConstraintType.NONE);
Size2D size = this.centerBlock.arrange(g2, c4);
w[4] = size.width;
h[4] = size.height;
}
double height = h[0] + h[1] + Math.max(h[2], Math.max(h[3], h[4]));
return arrange(container, g2, new RectangleConstraint(width, height));
}"
Chart_13b_3,/home/common/huangzhili/defects4j_buggy_3/Chart_13_buggy/source/org/jfree/chart/block/BorderArrangement.java,"protected Size2D arrangeFF(BlockContainer container, Graphics2D g2,
RectangleConstraint constraint) {
double[] w = new double[5];
double[] h = new double[5];
w[0] = constraint.getWidth();
if (this.topBlock != null) {
RectangleConstraint c1 = new RectangleConstraint(w[0], null,
LengthConstraintType.FIXED, 0.0,
new Range(0.0, constraint.getHeight()),
LengthConstraintType.RANGE);
Size2D size = this.topBlock.arrange(g2, c1);
h[0] = size.height;
}
w[1] = w[0];
if (this.bottomBlock != null) {
RectangleConstraint c2 = new RectangleConstraint(w[0], null,
LengthConstraintType.FIXED, 0.0, new Range(0.0,
constraint.getHeight() - h[0]), LengthConstraintType.RANGE);
Size2D size = this.bottomBlock.arrange(g2, c2);
h[1] = size.height;
}
h[2] = constraint.getHeight() - h[1] - h[0];
if (this.leftBlock != null) {
RectangleConstraint c3 = new RectangleConstraint(0.0,
new Range(0.0, constraint.getWidth()),
LengthConstraintType.RANGE, h[2], null,
LengthConstraintType.FIXED);
Size2D size = this.leftBlock.arrange(g2, c3);
w[2] = size.width;
}
h[3] = h[2];
if (this.rightBlock != null) {
RectangleConstraint c4 = new RectangleConstraint(0.0,
new Range(0.0, constraint.getWidth() - w[2]),
LengthConstraintType.RANGE, h[2], null,
LengthConstraintType.FIXED);
Size2D size = this.rightBlock.arrange(g2, c4);
w[3] = size.width;
}
h[4] = h[2];
w[4] = constraint.getWidth() - w[3] - w[2];
RectangleConstraint c5 = new RectangleConstraint(w[4], h[4]);
if (this.centerBlock != null) {
this.centerBlock.arrange(g2, c5);
}

if (this.topBlock != null) {
this.topBlock.setBounds(new Rectangle2D.Double(0.0, 0.0, w[0],
h[0]));
}
if (this.bottomBlock != null) {
this.bottomBlock.setBounds(new Rectangle2D.Double(0.0, h[0] + h[2],
w[1], h[1]));
}
if (this.leftBlock != null) {
this.leftBlock.setBounds(new Rectangle2D.Double(0.0, h[0], w[2],
h[2]));
}
if (this.rightBlock != null) {
this.rightBlock.setBounds(new Rectangle2D.Double(w[2] + w[4], h[0],
w[3], h[3]));
}
if (this.centerBlock != null) {
this.centerBlock.setBounds(new Rectangle2D.Double(w[2], h[0], w[4],
h[4]));
}
return new Size2D(constraint.getWidth(), constraint.getHeight());
}"
Chart_13b_4,/home/common/huangzhili/defects4j_buggy_3/Chart_13_buggy/source/org/jfree/chart/block/BorderArrangement.java,"public void clear() {
this.centerBlock = null;
this.topBlock = null;
this.bottomBlock = null;
this.leftBlock = null;
this.rightBlock = null;
}"
Chart_13b_5,/home/common/huangzhili/defects4j_buggy_3/Chart_13_buggy/source/org/jfree/chart/block/BorderArrangement.java,"public void add(Block block, Object key) {

if (key == null) {
this.centerBlock = block;
}
else {
RectangleEdge edge = (RectangleEdge) key;
if (edge == RectangleEdge.TOP) {
this.topBlock = block;
}
else if (edge == RectangleEdge.BOTTOM) {
this.bottomBlock = block;
}
else if (edge == RectangleEdge.LEFT) {
this.leftBlock = block;
}
else if (edge == RectangleEdge.RIGHT) {
this.rightBlock = block;
}
}
}"
Chart_17b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_17_buggy/source/org/jfree/data/time/TimeSeries.java,"public TimeSeries createCopy(int start, int end)
throws CloneNotSupportedException {

if (start < 0) {
throw new IllegalArgumentException(""Requires start >= 0."");
}
if (end < start) {
throw new IllegalArgumentException(""Requires start <= end."");
}
TimeSeries copy = (TimeSeries) super.clone();

copy.data = new java.util.ArrayList();
if (this.data.size() > 0) {
for (int index = start; index <= end; index++) {
TimeSeriesDataItem item
= (TimeSeriesDataItem) this.data.get(index);
TimeSeriesDataItem clone = (TimeSeriesDataItem) item.clone();
try {
copy.add(clone);
}
catch (SeriesException e) {
e.printStackTrace();
}
}
}
return copy;
}"
Chart_17b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_17_buggy/source/org/jfree/data/time/TimeSeries.java,"public Object clone() throws CloneNotSupportedException {
Object clone = createCopy(0, getItemCount() - 1);
return clone;
}"
Chart_17b_3,/home/common/huangzhili/defects4j_buggy_3/Chart_17_buggy/source/org/jfree/data/time/TimeSeries.java,"public TimeSeries(Comparable name) {
this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION,
Day.class);
}"
Chart_17b_4,/home/common/huangzhili/defects4j_buggy_3/Chart_17_buggy/source/org/jfree/data/time/TimeSeries.java,"public int getItemCount() {
return this.data.size();
}"
Chart_17b_5,/home/common/huangzhili/defects4j_buggy_3/Chart_17_buggy/source/org/jfree/data/time/TimeSeries.java,"public TimeSeriesDataItem getDataItem(int index) {
return (TimeSeriesDataItem) this.data.get(index);
}"
Chart_20b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_20_buggy/source/org/jfree/chart/plot/ValueMarker.java,"public ValueMarker(double value, Paint paint, Stroke stroke,
Paint outlinePaint, Stroke outlineStroke, float alpha) {
super(paint, stroke, paint, stroke, alpha);
this.value = value;
}"
Chart_20b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_20_buggy/source/org/jfree/chart/plot/ValueMarker.java,"public double getValue() {
return this.value;
}"
Chart_24b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_24_buggy/source/org/jfree/chart/renderer/GrayPaintScale.java,"public Paint getPaint(double value) {
double v = Math.max(value, this.lowerBound);
v = Math.min(v, this.upperBound);
int g = (int) ((value - this.lowerBound) / (this.upperBound
- this.lowerBound) * 255.0);
return new Color(g, g, g);
}"
Chart_24b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_24_buggy/source/org/jfree/chart/renderer/GrayPaintScale.java,"public GrayPaintScale() {
this(0.0, 1.0);
}"
Chart_26b_1,/home/common/huangzhili/defects4j_buggy_3/Chart_26_buggy/source/org/jfree/chart/axis/Axis.java,"public boolean isVisible() {
return this.visible;
}"
Chart_26b_2,/home/common/huangzhili/defects4j_buggy_3/Chart_26_buggy/source/org/jfree/chart/axis/Axis.java,"public String getLabel() {
return this.label;
}"
Chart_26b_3,/home/common/huangzhili/defects4j_buggy_3/Chart_26_buggy/source/org/jfree/chart/axis/Axis.java,"public Font getLabelFont() {
return this.labelFont;
}"
Chart_26b_4,/home/common/huangzhili/defects4j_buggy_3/Chart_26_buggy/source/org/jfree/chart/axis/Axis.java,"public Paint getLabelPaint() {
return this.labelPaint;
}"
Chart_26b_5,/home/common/huangzhili/defects4j_buggy_3/Chart_26_buggy/source/org/jfree/chart/axis/Axis.java,"public RectangleInsets getLabelInsets() {
return this.labelInsets;
}"
Closure_1b_1,/home/common/huangzhili/defects4j_buggy_3/Closure_1_buggy/src/com/google/javascript/jscomp/RemoveUnusedVars.java,"private void removeUnreferencedFunctionArgs(Scope fnScope) {
// Notice that removing unreferenced function args breaks
// Function.prototype.length. In advanced mode, we don't really care
// about this: we consider ""length"" the equivalent of reflecting on
// the function's lexical source.
//
// Rather than create a new option for this, we assume that if the user
// is removing globals, then it's OK to remove unused function args.
//
// See http://code.google.com/p/closure-compiler/issues/detail?id=253

Node function = fnScope.getRootNode();

Preconditions.checkState(function.isFunction());
if (NodeUtil.isGetOrSetKey(function.getParent())) {
// The parameters object literal setters can not be removed.
return;
}

Node argList = getFunctionArgList(function);
boolean modifyCallers = modifyCallSites
&& callSiteOptimizer.canModifyCallers(function);
if (!modifyCallers) {
// Strip unreferenced args off the end of the function declaration.
Node lastArg;
while ((lastArg = argList.getLastChild()) != null) {
Var var = fnScope.getVar(lastArg.getString());
if (!referenced.contains(var)) {
argList.removeChild(lastArg);
compiler.reportCodeChange();
} else {
break;
}
}
} else {
callSiteOptimizer.optimize(fnScope, referenced);
}
}"
