slug,ID,model,input_tokens,output_tokens,total_tokens
Cli_20,22,gpt-4o-2024-11-20,7088,278,7366
Cli_20,22,gpt-4o-2024-11-20,7389,312,7701
Cli_20,22,gpt-4o-2024-11-20,4874,282,5156
Cli_20,22,gpt-4o-2024-11-20,5207,367,5574
Cli_20,22,gpt-4o-2024-11-20,5460,353,5813
Cli_20,22,gpt-4o-2024-11-20,5864,408,6272
Cli_20,22,gpt-4o-2024-11-20,7728,377,8105
Cli_20,22,gpt-4o-2024-11-20,5126,362,5488
Cli_20,22,gpt-4o-2024-11-20,5626,326,5952
Cli_20,22,gpt-4o-2024-11-20,6463,349,6812
Cli_20,22,gpt-4o-2024-11-20,6452,354,6806
Cli_20,22,gpt-4o-2024-11-20,8132,250,8382
Cli_20,22,gpt-4o-2024-11-20,5092,303,5395
Cli_23,23,gpt-4o-2024-11-20,5873,325,6198
Cli_23,23,gpt-4o-2024-11-20,6854,268,7122
Cli_23,23,gpt-4o-2024-11-20,7375,242,7617
Cli_23,23,gpt-4o-2024-11-20,7563,263,7826
Cli_23,23,gpt-4o-2024-11-20,7484,277,7761
Cli_23,23,gpt-4o-2024-11-20,6413,337,6750
Cli_23,23,gpt-4o-2024-11-20,6374,358,6732
Cli_23,23,gpt-4o-2024-11-20,7014,358,7372
Cli_23,23,gpt-4o-2024-11-20,6685,292,6977
Cli_23,23,gpt-4o-2024-11-20,7826,231,8057
Cli_23,23,gpt-4o-2024-11-20,6777,304,7081
Cli_23,23,gpt-4o-2024-11-20,7116,396,7512
Cli_23,23,gpt-4o-2024-11-20,8013,305,8318
Cli_23,23,gpt-4o-2024-11-20,7273,322,7595
Cli_23,23,gpt-4o-2024-11-20,7938,362,8300
Cli_23,23,gpt-4o-2024-11-20,7108,379,7487
Cli_23,23,gpt-4o-2024-11-20,6119,329,6448
Cli_24,24,gpt-4o-2024-11-20,5130,339,5469
Cli_24,24,gpt-4o-2024-11-20,5157,321,5478
Cli_24,24,gpt-4o-2024-11-20,4353,395,4748
Cli_24,24,gpt-4o-2024-11-20,5119,336,5455
Cli_24,24,gpt-4o-2024-11-20,5462,354,5816
Cli_24,24,gpt-4o-2024-11-20,5684,201,5885
Cli_25,25,gpt-4o-2024-11-20,5215,362,5577
Cli_25,25,gpt-4o-2024-11-20,4719,249,4968
Cli_25,25,gpt-4o-2024-11-20,4501,211,4712
Cli_25,25,gpt-4o-2024-11-20,5249,265,5514
Cli_25,25,gpt-4o-2024-11-20,5796,257,6053
Cli_25,25,gpt-4o-2024-11-20,5792,380,6172
Cli_25,25,gpt-4o-2024-11-20,6194,409,6603
Cli_26,26,gpt-4o-2024-11-20,3685,188,3873
Cli_26,26,gpt-4o-2024-11-20,3787,266,4053
Cli_26,26,gpt-4o-2024-11-20,4472,312,4784
Cli_26,26,gpt-4o-2024-11-20,5040,349,5389
Cli_26,26,gpt-4o-2024-11-20,5598,338,5936
Cli_26,26,gpt-4o-2024-11-20,4088,246,4334
Cli_26,26,gpt-4o-2024-11-20,3925,241,4166
Cli_26,26,gpt-4o-2024-11-20,4272,340,4612
Cli_26,26,gpt-4o-2024-11-20,4737,372,5109
Cli_26,26,gpt-4o-2024-11-20,5231,379,5610
Cli_26,26,gpt-4o-2024-11-20,4361,286,4647
Cli_26,26,gpt-4o-2024-11-20,4289,296,4585
Cli_26,26,gpt-4o-2024-11-20,4811,328,5139
Cli_26,26,gpt-4o-2024-11-20,4674,284,4958
Cli_26,26,gpt-4o-2024-11-20,4009,356,4365
Cli_26,26,gpt-4o-2024-11-20,5124,373,5497
Cli_26,26,gpt-4o-2024-11-20,6270,400,6670
Cli_26,26,gpt-4o-2024-11-20,6765,424,7189
Cli_26,26,gpt-4o-2024-11-20,4985,340,5325
Cli_26,26,gpt-4o-2024-11-20,5348,281,5629
Cli_26,26,gpt-4o-2024-11-20,4128,335,4463
Cli_26,26,gpt-4o-2024-11-20,5060,319,5379
Cli_26,26,gpt-4o-2024-11-20,5350,343,5693
Cli_26,26,gpt-4o-2024-11-20,5897,374,6271
Cli_26,26,gpt-4o-2024-11-20,5656,304,5960
Cli_26,26,gpt-4o-2024-11-20,4372,277,4649
Cli_26,26,gpt-4o-2024-11-20,4793,369,5162
Cli_27,27,gpt-4o-2024-11-20,3357,120,3477
Cli_27,27,gpt-4o-2024-11-20,3600,153,3753
Cli_27,27,gpt-4o-2024-11-20,3740,198,3938
Cli_27,27,gpt-4o-2024-11-20,4008,241,4249
Cli_27,27,gpt-4o-2024-11-20,4317,242,4559
Cli_28,28,gpt-4o-2024-11-20,5218,298,5516
Cli_28,28,gpt-4o-2024-11-20,5727,319,6046
Cli_28,28,gpt-4o-2024-11-20,6069,237,6306
Cli_28,28,gpt-4o-2024-11-20,6329,316,6645
Cli_28,28,gpt-4o-2024-11-20,6668,271,6939
Cli_28,28,gpt-4o-2024-11-20,6962,281,7243
Cli_28,28,gpt-4o-2024-11-20,7266,262,7528
Cli_29,29,gpt-4o-2024-11-20,3446,97,3543
Cli_29,29,gpt-4o-2024-11-20,3678,144,3822
Cli_29,29,gpt-4o-2024-11-20,4953,135,5088
Cli_29,29,gpt-4o-2024-11-20,4582,154,4736
Cli_29,29,gpt-4o-2024-11-20,5290,185,5475
Cli_29,29,gpt-4o-2024-11-20,3758,141,3899
Cli_29,29,gpt-4o-2024-11-20,3729,135,3864
Cli_29,29,gpt-4o-2024-11-20,4103,132,4235
Cli_29,29,gpt-4o-2024-11-20,4611,179,4790
Cli_29,29,gpt-4o-2024-11-20,5030,172,5202
Cli_29,29,gpt-4o-2024-11-20,3926,194,4120
Cli_29,29,gpt-4o-2024-11-20,4052,209,4261
Cli_29,29,gpt-4o-2024-11-20,5160,198,5358
Cli_29,29,gpt-4o-2024-11-20,5126,203,5329
Cli_29,29,gpt-4o-2024-11-20,5819,130,5949
Cli_29,29,gpt-4o-2024-11-20,4147,188,4335
Cli_29,29,gpt-4o-2024-11-20,4178,148,4326
Cli_29,29,gpt-4o-2024-11-20,5315,129,5444
Cli_29,29,gpt-4o-2024-11-20,5541,156,5697
Cli_32,30,gpt-4o-2024-11-20,7261,455,7716
Cli_32,30,gpt-4o-2024-11-20,8014,347,8361
Cli_32,30,gpt-4o-2024-11-20,8806,349,9155
Cli_32,30,gpt-4o-2024-11-20,7654,349,8003
Cli_35,31,gpt-4o-2024-11-20,3643,172,3815
Cli_35,31,gpt-4o-2024-11-20,3885,275,4160
Cli_35,31,gpt-4o-2024-11-20,4030,192,4222
Cli_35,31,gpt-4o-2024-11-20,4245,238,4483
Cli_35,31,gpt-4o-2024-11-20,4506,254,4760
Cli_35,31,gpt-4o-2024-11-20,4783,232,5015
Cli_35,31,gpt-4o-2024-11-20,5038,252,5290
Cli_35,31,gpt-4o-2024-11-20,5313,266,5579
Cli_37,32,gpt-4o-2024-11-20,3010,120,3130
Cli_38,33,gpt-4o-2024-11-20,3073,162,3235
Cli_38,33,gpt-4o-2024-11-20,3345,210,3555
Cli_38,33,gpt-4o-2024-11-20,4286,237,4523
Cli_4,34,gpt-4o-2024-11-20,3852,131,3983
Cli_4,34,gpt-4o-2024-11-20,4793,124,4917
Cli_4,34,gpt-4o-2024-11-20,4198,137,4335
Cli_4,34,gpt-4o-2024-11-20,4358,142,4500
Cli_4,34,gpt-4o-2024-11-20,4523,103,4626
Cli_4,34,gpt-4o-2024-11-20,4649,146,4795
Cli_4,34,gpt-4o-2024-11-20,4818,154,4972
Cli_4,34,gpt-4o-2024-11-20,4995,112,5107
Cli_40,35,gpt-4o-2024-11-20,3111,309,3420
Cli_5,36,gpt-4o-2024-11-20,3054,95,3149
Cli_5,36,gpt-4o-2024-11-20,3394,143,3537
Cli_8,37,gpt-4o-2024-11-20,4639,288,4927
Cli_8,37,gpt-4o-2024-11-20,4909,293,5202
Cli_9,38,gpt-4o-2024-11-20,4830,192,5022
Closure_1,39,gpt-4o-2024-11-20,17104,380,17484
Closure_1,39,gpt-4o-2024-11-20,9617,307,9924
Closure_1,39,gpt-4o-2024-11-20,17699,322,18021
Closure_1,39,gpt-4o-2024-11-20,18044,318,18362
Closure_1,39,gpt-4o-2024-11-20,9548,378,9926
Closure_1,39,gpt-4o-2024-11-20,18273,400,18673
Closure_1,39,gpt-4o-2024-11-20,18389,326,18715
Closure_1,39,gpt-4o-2024-11-20,9562,319,9881
Closure_1,39,gpt-4o-2024-11-20,11283,550,11833
Closure_1,39,gpt-4o-2024-11-20,18742,320,19062
Closure_1,39,gpt-4o-2024-11-20,19085,296,19381
Closure_1,39,gpt-4o-2024-11-20,19404,298,19702
Closure_1,39,gpt-4o-2024-11-20,9532,344,9876
Closure_10,40,gpt-4o-2024-11-20,5251,81,5332
Closure_101,41,gpt-4o-2024-11-20,4706,152,4858
Closure_101,41,gpt-4o-2024-11-20,4547,205,4752
Closure_102,42,gpt-4o-2024-11-20,3233,250,3483
Closure_102,42,gpt-4o-2024-11-20,3545,240,3785
Closure_102,42,gpt-4o-2024-11-20,4246,308,4554
Closure_102,42,gpt-4o-2024-11-20,3698,252,3950
Closure_102,42,gpt-4o-2024-11-20,3780,302,4082
Closure_102,42,gpt-4o-2024-11-20,4544,305,4849
Closure_102,42,gpt-4o-2024-11-20,3977,259,4236
Closure_102,42,gpt-4o-2024-11-20,3787,289,4076
Closure_102,42,gpt-4o-2024-11-20,4487,412,4899
Closure_102,42,gpt-4o-2024-11-20,5406,515,5921
Closure_102,42,gpt-4o-2024-11-20,5822,594,6416
Closure_102,42,gpt-4o-2024-11-20,4263,322,4585
Closure_102,42,gpt-4o-2024-11-20,4608,324,4932
Closure_102,42,gpt-4o-2024-11-20,3749,244,3993
Closure_102,42,gpt-4o-2024-11-20,4100,394,4494
Closure_102,42,gpt-4o-2024-11-20,4570,431,5001
Closure_102,42,gpt-4o-2024-11-20,5339,405,5744
Closure_102,42,gpt-4o-2024-11-20,4959,402,5361
Closure_102,42,gpt-4o-2024-11-20,4130,400,4530
Closure_102,42,gpt-4o-2024-11-20,4824,474,5298
Closure_102,42,gpt-4o-2024-11-20,5784,472,6256
Closure_102,42,gpt-4o-2024-11-20,6147,452,6599
Closure_102,42,gpt-4o-2024-11-20,5388,338,5726
Closure_102,42,gpt-4o-2024-11-20,4152,331,4483
Closure_102,42,gpt-4o-2024-11-20,4679,377,5056
Closure_102,42,gpt-4o-2024-11-20,5285,377,5662
Closure_104,43,gpt-4o-2024-11-20,4654,338,4992
Closure_104,43,gpt-4o-2024-11-20,4500,307,4807
Closure_105,44,gpt-4o-2024-11-20,5677,631,6308
Closure_105,44,gpt-4o-2024-11-20,6582,643,7225
Closure_105,44,gpt-4o-2024-11-20,7122,670,7792
Closure_105,44,gpt-4o-2024-11-20,6832,672,7504
Closure_105,44,gpt-4o-2024-11-20,7339,578,7917
Closure_105,44,gpt-4o-2024-11-20,6523,546,7069
Closure_105,44,gpt-4o-2024-11-20,5694,583,6277
Closure_105,44,gpt-4o-2024-11-20,7096,630,7726
Closure_105,44,gpt-4o-2024-11-20,5706,623,6329
Closure_105,44,gpt-4o-2024-11-20,6213,643,6856
Closure_105,44,gpt-4o-2024-11-20,7753,488,8241
Closure_105,44,gpt-4o-2024-11-20,8264,612,8876
Closure_105,44,gpt-4o-2024-11-20,8899,480,9379
Closure_105,44,gpt-4o-2024-11-20,9402,540,9942
Closure_107,45,gpt-4o-2024-11-20,5248,463,5711
Closure_107,45,gpt-4o-2024-11-20,5183,470,5653
Closure_107,45,gpt-4o-2024-11-20,5827,495,6322
Closure_107,45,gpt-4o-2024-11-20,6539,576,7115
Closure_107,45,gpt-4o-2024-11-20,7300,663,7963
Closure_107,45,gpt-4o-2024-11-20,5926,410,6336
Closure_107,45,gpt-4o-2024-11-20,6359,499,6858
Closure_107,45,gpt-4o-2024-11-20,5973,466,6439
Closure_107,45,gpt-4o-2024-11-20,6353,492,6845
Closure_107,45,gpt-4o-2024-11-20,6055,521,6576
Closure_107,45,gpt-4o-2024-11-20,6885,411,7296
Closure_107,45,gpt-4o-2024-11-20,5663,407,6070
Closure_107,45,gpt-4o-2024-11-20,5831,436,6267
Closure_107,45,gpt-4o-2024-11-20,6624,443,7067
Closure_107,45,gpt-4o-2024-11-20,6146,510,6656
Closure_107,45,gpt-4o-2024-11-20,7323,523,7846
Closure_107,45,gpt-4o-2024-11-20,5749,482,6231
Closure_107,45,gpt-4o-2024-11-20,6217,512,6729
Closure_107,45,gpt-4o-2024-11-20,6854,509,7363
Closure_107,45,gpt-4o-2024-11-20,6999,528,7527
Closure_107,45,gpt-4o-2024-11-20,7873,519,8392
Closure_107,45,gpt-4o-2024-11-20,5862,496,6358
Closure_107,45,gpt-4o-2024-11-20,6327,646,6973
Closure_107,45,gpt-4o-2024-11-20,7194,691,7885
Closure_107,45,gpt-4o-2024-11-20,7874,753,8627
Closure_107,45,gpt-4o-2024-11-20,8419,506,8925
Closure_107,45,gpt-4o-2024-11-20,5686,525,6211
Closure_107,45,gpt-4o-2024-11-20,6429,708,7137
Closure_107,45,gpt-4o-2024-11-20,7306,515,7821
Closure_107,45,gpt-4o-2024-11-20,7770,555,8325
Closure_109,46,gpt-4o-2024-11-20,2800,62,2862
Closure_109,46,gpt-4o-2024-11-20,3081,200,3281
Closure_109,46,gpt-4o-2024-11-20,3077,96,3173
Closure_109,46,gpt-4o-2024-11-20,3196,190,3386
Closure_109,46,gpt-4o-2024-11-20,3339,361,3700
Closure_109,46,gpt-4o-2024-11-20,3413,239,3652
Closure_109,46,gpt-4o-2024-11-20,3675,269,3944
Closure_109,46,gpt-4o-2024-11-20,3967,101,4068
Closure_11,47,gpt-4o-2024-11-20,7174,270,7444
Closure_11,47,gpt-4o-2024-11-20,7266,351,7617
Closure_11,47,gpt-4o-2024-11-20,8793,419,9212
Closure_11,47,gpt-4o-2024-11-20,7277,500,7777
Closure_11,47,gpt-4o-2024-11-20,7659,280,7939
Closure_11,47,gpt-4o-2024-11-20,7527,287,7814
Closure_11,47,gpt-4o-2024-11-20,6821,308,7129
Closure_11,47,gpt-4o-2024-11-20,7577,362,7939
Closure_11,47,gpt-4o-2024-11-20,8265,382,8647
Closure_11,47,gpt-4o-2024-11-20,7966,292,8258
Closure_11,47,gpt-4o-2024-11-20,7022,381,7403
Closure_11,47,gpt-4o-2024-11-20,8285,346,8631
Closure_11,47,gpt-4o-2024-11-20,6592,355,6947
Closure_11,47,gpt-4o-2024-11-20,7200,417,7617
Closure_11,47,gpt-4o-2024-11-20,8658,504,9162
Closure_11,47,gpt-4o-2024-11-20,9185,308,9493
Closure_11,47,gpt-4o-2024-11-20,7880,326,8206
Closure_11,47,gpt-4o-2024-11-20,8009,407,8416
Closure_11,47,gpt-4o-2024-11-20,9520,369,9889
Closure_111,48,gpt-4o-2024-11-20,2486,47,2533
Closure_111,48,gpt-4o-2024-11-20,2758,110,2868
Closure_111,48,gpt-4o-2024-11-20,2954,155,3109
Closure_111,48,gpt-4o-2024-11-20,2748,67,2815
Closure_111,48,gpt-4o-2024-11-20,2838,68,2906
Closure_111,48,gpt-4o-2024-11-20,2929,75,3004
Closure_111,48,gpt-4o-2024-11-20,3027,73,3100
Closure_111,48,gpt-4o-2024-11-20,2784,71,2855
Closure_111,48,gpt-4o-2024-11-20,3127,68,3195
Closure_111,48,gpt-4o-2024-11-20,3218,74,3292
Closure_111,48,gpt-4o-2024-11-20,2785,92,2877
Closure_112,49,gpt-4o-2024-11-20,7892,308,8200
Closure_112,49,gpt-4o-2024-11-20,8382,322,8704
Closure_112,49,gpt-4o-2024-11-20,7609,401,8010
Closure_112,49,gpt-4o-2024-11-20,8813,393,9206
Closure_112,49,gpt-4o-2024-11-20,8415,274,8689
Closure_112,49,gpt-4o-2024-11-20,8336,348,8684
Closure_112,49,gpt-4o-2024-11-20,8716,333,9049
Closure_112,49,gpt-4o-2024-11-20,7933,422,8355
Closure_112,49,gpt-4o-2024-11-20,6816,466,7282
Closure_112,49,gpt-4o-2024-11-20,9076,338,9414
Closure_112,49,gpt-4o-2024-11-20,9437,374,9811
Closure_112,49,gpt-4o-2024-11-20,7738,368,8106
Closure_112,49,gpt-4o-2024-11-20,8440,458,8898
Closure_112,49,gpt-4o-2024-11-20,7720,492,8212
Closure_112,49,gpt-4o-2024-11-20,8677,503,9180
Closure_112,49,gpt-4o-2024-11-20,9838,390,10228
Closure_112,49,gpt-4o-2024-11-20,10251,432,10683
Closure_113,50,gpt-4o-2024-11-20,4586,522,5108
Closure_113,50,gpt-4o-2024-11-20,4742,500,5242
Closure_113,50,gpt-4o-2024-11-20,5230,542,5772
Closure_113,50,gpt-4o-2024-11-20,5987,564,6551
Closure_113,50,gpt-4o-2024-11-20,6599,577,7176
Closure_113,50,gpt-4o-2024-11-20,5323,477,5800
Closure_113,50,gpt-4o-2024-11-20,4742,387,5129
Closure_113,50,gpt-4o-2024-11-20,5061,436,5497
Closure_113,50,gpt-4o-2024-11-20,5899,523,6422
Closure_113,50,gpt-4o-2024-11-20,6204,567,6771
Closure_113,50,gpt-4o-2024-11-20,5827,530,6357
Closure_113,50,gpt-4o-2024-11-20,4793,504,5297
Closure_113,50,gpt-4o-2024-11-20,5072,678,5750
Closure_113,50,gpt-4o-2024-11-20,6384,463,6847
Closure_113,50,gpt-4o-2024-11-20,4546,494,5040
Closure_113,50,gpt-4o-2024-11-20,5037,597,5634
Closure_113,50,gpt-4o-2024-11-20,6874,414,7288
Closure_113,50,gpt-4o-2024-11-20,4680,346,5026
Closure_113,50,gpt-4o-2024-11-20,4617,385,5002
Closure_113,50,gpt-4o-2024-11-20,7315,485,7800
Closure_113,50,gpt-4o-2024-11-20,4451,406,4857
Closure_113,50,gpt-4o-2024-11-20,4808,445,5253
Closure_113,50,gpt-4o-2024-11-20,7827,557,8384
Closure_113,50,gpt-4o-2024-11-20,4524,417,4941
Closure_113,50,gpt-4o-2024-11-20,4923,496,5419
Closure_113,50,gpt-4o-2024-11-20,5523,516,6039
Closure_114,51,gpt-4o-2024-11-20,2854,291,3145
Closure_114,51,gpt-4o-2024-11-20,3370,359,3729
Closure_114,51,gpt-4o-2024-11-20,3682,543,4225
Closure_114,51,gpt-4o-2024-11-20,4434,541,4975
Closure_114,51,gpt-4o-2024-11-20,4998,565,5563
Closure_114,51,gpt-4o-2024-11-20,3360,320,3680
